Object_Identificator,Bonus,Onus_0,Onus_1,Onus_2,Onus_3,Onus_4,Onus_5,Onus_6,Onus_7,Onus_8,Onus_9,Onus_10,Onus_11,Onus_12,Onus_13,Onus_14,Onus_15,Onus_16,Onus_17,Onus_18,Onus_19,Onus_20,Onus_21,Onus_22,Onus_23,Onus_24,Onus_25,Onus_26,Onus_27,Onus_28,Onus_29,Onus_30,Onus_31,Onus_32,Onus_33,Onus_34,Onus_35,Onus_36,Onus_37,Onus_38,Onus_39,Onus_40,Onus_41,Onus_42,Onus_43,Onus_44,Onus_45,Onus_46,Onus_47,Onus_48,Onus_49,Onus_50,Onus_51,Onus_52,Onus_53,Onus_54,Onus_55,Onus_56,Onus_57,Onus_58,Onus_59,Onus_60,Onus_61,Onus_62,Onus_63,Onus_64,Onus_65,Onus_66,Onus_67,Onus_68,Onus_69,Onus_70,Onus_71,Onus_72,Onus_73,Onus_74,Onus_75,Onus_76,Onus_77,Onus_78,Onus_79,Onus_80,Onus_81,Onus_82,Onus_83,Onus_84,Onus_85,Onus_86,Onus_87,Onus_88,Onus_89,Onus_90,Onus_91,Onus_92,Onus_93,Onus_94,Onus_95,Onus_96,Onus_97,Onus_98,Onus_99,Onus_100,Onus_101,Onus_102,Onus_103,Onus_104,Onus_105,Onus_106,Onus_107,Onus_108,Onus_109
160,110.9148,929.34758,619.19377,846.95394,412.893,443.47111,98.26493,720.0649,917.70276,88.41417,820.2346,539.3097,31.59741,461.4137,776.58129,200.24064,882.63647,991.11126,331.26576,467.38884,769.62715,5.71358,352.51205,666.53182,230.38108,369.09512,823.30548,607.17985,415.84217,285.62015,997.36754,661.9298,390.72067,932.89949,934.20599,570.96433,382.38899,848.99247,8.12739,927.86694,582.24793,386.39802,844.52662,852.02545,850.57915,284.46581,579.02292,389.26873,103.55276,195.71456,344.5558,203.13456,786.58429,446.69909,56.276,617.10859,431.53369,604.85522,249.66856,717.45412,710.52963,0.02963,183.0612,548.63634,280.37069,264.79747,594.37951,42.69105,391.64135,258.0891,769.99863,48.3907,169.30418,983.60605,619.33571,933.53342,560.80843,543.94941,273.01124,88.80098,652.00963,128.84794,439.1629,772.35298,736.24739,478.34581,873.20333,488.34378,838.80542,856.90354,532.5294,847.69033,852.9893,624.04972,892.33578,664.98925,494.63847,873.3112,604.52229,609.89111,239.90731,729.25485,213.94554,446.32032,373.38206,836.66871,31.81371,558.45311,353.99077,181.41661,285.95518
161,824.29085,511.48925,831.54868,879.94349,112.26947,650.53721,694.37345,984.19636,177.85499,817.40236,917.79172,135.57655,760.11333,720.83828,859.41802,540.64033,364.59923,558.80182,587.7951,698.23923,493.40683,848.6558,967.02565,485.83184,36.81391,636.68445,253.376,103.61217,651.90975,99.48649,164.38925,132.08023,912.60936,641.86021,952.27934,982.57757,673.80586,818.22244,624.92079,677.79873,340.01712,820.11222,103.54066,67.07404,978.23293,721.56142,220.24809,325.06288,64.10616,764.38395,281.10141,789.223,441.00086,161.59459,402.33323,220.19101,813.81885,607.69844,366.77607,859.3312,252.26284,687.27181,667.51784,231.34348,456.11553,478.41816,621.79075,0.88006,437.35385,522.89507,821.11039,860.58993,338.1985,772.55391,14.616,259.49742,530.65635,40.6332,269.07594,77.87243,676.07088,617.29391,567.49828,845.70923,888.84011,308.72898,468.50883,642.55231,4.5955,235.82916,613.39876,70.90649,986.58477,806.6778,381.96589,780.05784,989.49387,23.63256,273.3551,787.36293,15.8648,41.01761,284.06651,919.26279,267.96238,597.09781,484.82053,932.4926,227.15782,32.96093,42.44899
162,475.25631,780.8611,44.63471,436.59455,480.26542,675.05134,832.37719,866.60744,9.39135,185.83422,380.08299,496.51074,675.3109,493.60964,140.67363,972.18313,835.19546,36.53565,483.58037,336.5634,668.52336,47.7471,777.69803,930.84083,580.78648,816.19341,465.11389,649.44,202.82497,894.38761,397.96423,883.11688,1.54906,340.8984,640.71094,872.02768,340.55448,109.26427,800.62991,164.52595,232.55243,65.78708,7.31675,387.82205,438.08997,873.83617,631.22298,204.41467,378.83329,728.57496,130.78013,523.67957,660.97959,437.27537,363.35805,732.99583,496.25597,88.47366,27.97413,953.76806,298.66738,30.77593,230.3539,431.04878,238.14079,554.62223,724.77085,894.75771,351.71456,191.10589,961.09561,509.7011,648.12331,253.76746,127.69899,159.90645,983.10218,985.59827,21.42953,737.47957,466.80388,421.40429,878.27191,801.86201,801.27821,514.2968,526.11611,218.22483,422.12802,721.32257,114.55177,873.30619,706.51919,58.15832,767.6768,713.36365,240.78777,814.70634,142.18046,234.9888,440.42233,103.0749,750.19568,43.80916,414.70868,59.60235,2.53955,645.28769,557.397,975.71437,758.65205
163,816.08625,972.5314,632.74873,675.88438,461.87853,578.17714,619.54208,945.44743,878.93418,469.59854,708.99676,19.85824,815.59979,783.19864,357.23409,469.74234,111.26502,901.40667,606.88543,942.60738,321.98586,592.69648,865.24056,118.97277,696.23143,452.72092,789.54883,796.28024,550.65535,639.5646,459.13249,799.71712,193.34423,511.53549,11.37364,78.95522,968.03937,385.36731,728.23865,141.83019,117.94736,76.61698,534.07608,532.57593,42.87621,866.04857,849.56203,831.36143,548.43582,632.64155,63.78578,749.67763,808.20169,477.91774,71.74694,953.96273,84.72372,745.15095,464.58566,630.78093,247.3034,923.14386,697.23356,197.06288,654.72338,794.11812,904.36127,223.49761,46.09317,570.62096,958.4105,586.25571,465.04587,949.30468,499.879,860.30538,812.66664,183.39068,88.94711,974.18498,127.08572,627.99208,830.58995,445.17372,642.16552,75.12419,544.69549,921.96976,210.7016,155.65597,100.09987,252.60307,45.85685,970.45921,127.13457,970.53576,335.02242,949.2986,945.54338,24.79789,959.26814,970.44177,958.60211,886.31377,977.87748,640.8459,846.01298,694.02349,693.32774,475.29413,209.34035
164,836.07141,986.57393,806.14597,107.75599,478.80366,662.7471,295.80793,270.28064,301.9126,456.62097,446.00077,461.49661,216.89983,361.52968,183.66057,731.71902,9.44514,211.50799,275.36269,481.44306,351.71283,345.47091,563.78016,969.85022,577.77001,983.33972,238.23389,540.47137,801.25631,481.46953,195.27435,965.43861,70.877,808.11696,880.69105,172.1074,45.0094,468.89678,464.46516,338.98322,865.12138,354.91866,524.62405,126.35774,224.7545,542.2022,977.08339,506.76284,334.4079,554.62581,442.79775,245.31358,122.20228,171.30554,245.65441,766.99534,786.51635,238.53315,623.41446,271.24924,613.51344,334.24466,706.61257,477.32231,521.86131,308.78588,158.03913,218.18901,532.20151,699.06563,733.59424,53.67518,950.44958,24.71844,504.13996,695.56644,48.58916,622.43831,791.23421,451.17742,971.56043,359.09898,79.51351,363.28062,898.51245,150.70859,444.1837,343.80223,591.9758,341.03854,722.92059,45.7383,871.76101,990.87585,454.58401,543.09015,666.86769,706.40467,977.53087,243.29436,959.66692,977.11341,397.19147,410.94721,363.98584,231.56652,640.48157,414.41615,282.04412,601.73069,665.39852
165,964.48699,766.3558,361.32558,237.65665,278.22648,514.70216,908.46269,259.85649,507.69538,945.40067,646.72616,16.40077,619.11466,130.75434,286.98362,746.28829,992.62643,847.18278,179.60565,929.79892,990.60916,42.30844,128.42675,684.04634,485.25831,464.89287,519.22254,331.78493,947.65384,820.42727,595.50865,964.46089,301.54625,394.9051,179.82319,459.959,527.17506,995.42286,313.92411,328.78316,73.57921,639.9813,430.71021,636.7601,369.54297,95.58839,146.23834,432.78467,932.07283,699.90279,390.88824,569.37947,78.09685,481.9934,267.37244,139.03809,561.55724,53.70575,820.60581,211.9278,853.5823,589.96379,969.1309,441.3402,573.73186,801.66445,125.93781,571.82213,250.55404,978.821,896.46702,655.00858,840.29189,157.61793,171.26635,468.49685,636.25991,893.98953,962.84264,255.84116,958.99886,916.64412,448.69414,414.57956,82.477,929.12912,646.36499,227.77874,872.76503,244.77945,315.15251,716.11603,985.3393,473.53911,691.23924,756.3391,557.70736,655.84182,670.27585,743.34335,174.74108,214.81341,105.42636,258.47651,339.86987,946.05199,672.36812,577.23163,205.20643,4.99818,107.13635
166,81.63026,281.20874,297.05917,801.89036,649.55105,241.03702,257.64048,465.90732,243.53099,249.72109,442.62414,752.95976,119.67652,935.61264,535.49065,886.28932,818.33448,239.95432,659.42062,217.08365,373.76927,483.96699,825.97672,275.92604,718.78115,162.65779,581.36961,658.00318,452.98163,536.20516,213.55292,941.72233,826.20921,282.11102,545.79217,756.13964,317.02308,554.3647,966.71278,23.90589,845.43686,374.33477,521.94299,484.45917,108.72,513.13181,241.16125,827.16692,683.38833,837.36642,280.0555,74.68855,883.65096,596.40295,659.30389,248.41419,62.90811,57.4633,402.10057,552.20357,4.29682,561.10876,976.23896,605.96075,404.26329,828.14904,53.63439,558.9399,133.01347,754.69228,719.35206,5.70267,181.8961,61.21778,335.12265,602.24518,118.46597,475.42281,764.15552,15.53485,130.03966,600.14895,481.63468,50.24788,147.74882,717.74102,130.25138,51.11978,520.49201,442.70443,675.70384,409.57837,331.01791,191.69849,353.39458,213.27748,554.10226,860.99358,601.09401,597.42296,438.57049,434.78416,124.20741,382.44128,93.02043,972.45842,901.98474,776.38493,805.35111,48.88804,200.79028
167,911.87622,354.67884,174.89048,485.94101,563.44183,271.55979,537.06671,644.4425,899.74216,578.11767,469.2892,966.18732,54.44958,615.01495,295.68141,991.7553,981.85866,957.3529,108.52543,434.32246,759.79784,276.40843,83.22863,380.19608,972.85059,361.35158,878.80278,626.23925,269.21268,955.00156,932.18965,356.32467,448.83695,60.50482,829.52822,161.16842,327.40348,363.49174,113.96941,995.40237,824.55023,633.39824,451.08005,951.13653,929.68221,896.08342,690.93457,334.98292,193.92411,516.96297,5.44117,895.78512,56.16331,839.14763,312.23652,249.31555,192.61287,677.04261,99.75299,600.01011,525.66422,154.57651,964.89586,270.34363,63.64829,509.88632,317.55274,609.61172,114.98609,21.77023,775.92491,168.52963,261.90085,838.74206,811.23566,824.54451,852.66737,806.02059,181.81086,537.8112,339.24348,820.86807,855.64547,216.09894,482.42822,346.49689,421.64205,751.80809,1.3414,144.08086,392.2991,162.39824,197.86427,211.2282,674.56493,481.3073,593.47731,691.64105,175.5432,136.71972,666.8733,325.77288,882.65628,647.47658,418.84608,251.90172,758.15013,677.43904,815.54099,288.33027,813.32643
168,876.22366,204.09484,648.44748,301.23475,231.84761,298.17382,164.75435,147.02128,75.33734,499.0818,886.96977,203.95653,317.97375,638.63271,935.7519,185.8756,717.75832,7.15924,224.88999,551.78905,668.33853,280.05151,586.77387,123.03503,854.54859,212.89873,102.54395,390.98242,679.97523,337.31996,160.87547,707.42363,650.16752,479.85556,495.61698,239.06505,629.7593,869.01504,637.49689,967.95673,273.21119,61.52967,782.89535,333.29784,351.61044,539.70883,223.06667,184.2762,934.92003,30.36726,11.81907,758.81706,161.97817,371.45064,901.02158,961.39663,544.77987,142.40667,150.90893,206.10449,175.71828,523.90419,970.58675,979.89058,2.37503,98.63291,310.87252,630.13018,691.8446,874.75651,717.00723,856.33357,408.86672,512.50549,890.57713,198.60659,537.33037,586.28454,784.06806,957.58695,56.84067,665.50208,177.2397,745.81826,289.20316,630.29371,658.27593,780.59693,384.57362,732.95572,514.21628,251.01091,320.18826,288.9324,147.7462,871.30321,402.92333,934.81557,939.92639,526.43645,761.21074,909.16348,796.90565,4.41531,209.8778,105.74818,501.41236,860.48468,541.7476,754.92645,303.10042
169,222.44455,581.48684,406.17327,375.80991,96.53742,897.31257,319.7193,337.64252,847.72381,51.08535,538.11966,801.56661,867.01936,408.48846,77.38615,863.93924,657.28607,799.51519,821.18656,514.56532,152.12298,973.99591,634.83174,875.30412,425.84564,392.95984,940.72723,112.16791,651.98564,311.85468,38.33823,808.17066,462.34079,270.77481,938.30993,327.85927,375.26813,885.02634,702.9687,743.03645,496.17889,636.23225,354.71372,273.76856,370.19799,676.09273,938.11853,984.03644,705.29545,709.30033,402.73058,76.15061,171.05847,3.21578,308.65385,298.46343,218.41156,503.49199,779.92629,80.37921,102.61477,6.13276,982.84392,437.16624,767.93304,427.55116,911.82262,66.9022,490.40345,362.67317,432.59715,871.72054,137.30283,511.59807,139.14397,739.75556,109.93869,219.80185,321.61849,970.20508,119.01112,613.23516,815.37741,359.90915,616.89319,931.8057,244.63848,560.93843,559.12921,262.50158,92.63446,234.1601,731.02829,56.26504,422.84399,135.1143,8.18767,339.68889,167.30021,542.32502,580.79673,547.36405,217.99218,943.90512,84.59845,836.60744,930.30034,512.51034,765.32742,366.22994,846.40344
170,321.86782,833.25387,841.63472,478.23494,156.70515,132.09584,590.2154,372.70112,26.98981,944.16153,416.25409,119.70262,86.26055,144.26112,562.10096,353.982,73.36544,882.42593,218.32842,667.06532,861.68288,527.05114,145.76805,928.78607,916.47997,455.14532,954.88518,857.5871,850.16044,363.93386,866.86294,746.63395,15.10732,276.2871,224.4693,663.08212,271.8358,598.23083,560.65015,782.67142,795.13775,830.12761,196.33035,792.5856,711.31635,793.67251,569.825,607.50298,332.79824,540.76229,321.83077,112.32453,368.61559,467.08577,803.13983,571.74297,98.2092,15.47423,751.28741,88.12063,977.62653,184.1848,441.61986,452.32027,844.1224,529.81121,327.41352,372.67963,934.3967,809.59523,213.1576,220.63276,425.2164,599.05102,700.49093,525.83953,534.88996,32.61003,990.03864,938.50257,737.38439,591.76806,544.01664,295.42019,618.34483,626.19065,367.16195,357.79298,874.62505,746.36947,675.64554,393.04227,511.1641,569.77504,881.2997,365.50506,532.25742,861.42052,911.37088,726.88861,238.52528,106.7834,774.37789,734.36874,373.61645,458.76895,663.73443,600.26529,595.6993,552.54315,721.99497
171,280.2833,599.53495,316.06361,52.18177,360.62981,311.58077,888.45312,618.65211,479.28587,578.03135,920.75702,372.31927,483.55648,104.61442,723.53364,355.65796,786.61381,848.80961,317.92979,870.39646,602.67674,91.82294,399.36483,910.01404,880.6144,108.79281,452.36191,255.57785,311.42647,522.25476,456.21553,710.63202,219.13657,942.35848,46.92278,410.97374,327.31864,150.97769,102.43619,863.40161,1.53421,687.04124,690.69808,733.15518,760.92084,741.42966,165.81505,307.76915,352.9168,810.21616,750.573,818.46784,270.85577,281.48695,459.51033,430.6643,478.10536,554.07416,92.04258,811.30384,849.70522,684.55948,958.98416,740.90821,500.89341,905.57126,730.3709,62.1818,222.98725,58.96153,335.44224,335.26888,642.29976,778.41673,427.37527,854.41441,35.09034,683.34755,288.28494,25.89048,598.66935,997.48684,682.86868,494.88254,779.40529,689.49984,609.23362,496.35978,175.84949,683.34771,473.87507,722.53049,595.72972,921.30257,628.35927,923.33413,959.07388,124.01862,824.62014,501.41279,674.57712,542.69386,223.1143,387.06418,193.95478,312.59484,547.66141,302.07257,999.5219,292.23078,82.92281
172,81.05755,970.03224,486.40176,548.00907,812.16239,256.74476,212.3724,491.90701,241.75321,177.03629,971.70861,175.67173,653.06319,426.34344,735.82128,487.39715,589.64404,886.34432,521.8032,140.60461,203.05584,67.29777,814.3427,971.51274,927.69574,268.55993,318.23788,356.18366,271.23755,136.4908,562.07872,256.59331,769.91258,115.63083,22.6457,792.49805,520.26815,369.13688,414.70419,167.09664,37.129,345.06119,873.58902,497.23528,816.43257,440.69886,337.10244,259.55403,486.79236,242.54111,478.74552,292.93847,131.62943,893.19614,752.19138,799.32854,638.36731,372.47631,217.68291,719.6419,855.16068,8.65876,26.45199,737.33619,87.05942,362.19841,213.60698,730.98559,521.88938,240.23775,904.12781,534.44716,231.14202,414.52424,814.92987,406.44959,7.35154,929.54389,645.44892,357.17835,721.83842,502.53461,194.98459,957.26777,519.13342,109.53129,664.72911,421.14983,218.20576,706.66848,176.48477,193.92694,627.46297,469.36641,293.04341,643.42035,913.25252,131.64686,247.08793,203.54096,397.99239,34.2637,469.0665,168.33191,830.86692,863.95334,944.5697,98.23389,118.30986,504.16073,132.37342
173,610.49221,886.33889,768.45649,754.6262,605.96761,726.68458,19.81316,534.81754,443.01896,799.26386,460.26478,432.34839,660.552,444.75079,526.12062,810.2687,640.54474,959.58321,937.95863,639.25966,137.87324,43.83943,907.79384,572.20666,717.69815,875.74156,485.93715,471.19774,684.32124,384.64099,438.9906,46.81392,550.62064,943.18342,922.41004,964.88956,291.72153,86.42711,114.45077,755.11006,520.20818,967.57504,507.61456,773.132,808.075,819.37792,436.23715,384.64291,135.69733,306.45008,44.34409,159.67618,202.60257,512.27305,163.59757,817.36223,238.1189,452.88423,18.62176,821.89868,721.27812,34.4189,172.92591,932.49619,85.3485,903.6745,724.41445,787.42223,648.49462,578.50391,733.82005,6.60528,919.16124,872.87868,525.15958,992.14505,509.95179,739.3575,157.83519,589.55168,186.42894,477.26253,391.51362,100.49469,53.98555,527.23768,216.48507,926.00498,589.07222,562.23822,445.83119,652.6218,752.47977,72.79221,1.32517,859.15781,101.20289,113.28004,486.39681,17.84719,730.32967,473.29036,145.65351,920.90942,527.3386,655.78966,651.06819,737.58667,626.46519,880.11573,618.22406
174,809.26907,226.68029,310.19608,908.35987,104.53817,149.03098,331.36189,26.97755,781.58766,980.32826,328.64456,629.79489,768.02663,744.4272,217.92068,86.89422,235.21014,38.87182,5.74506,588.94128,255.77924,711.24511,752.59903,663.29201,667.2654,113.97705,811.57233,112.76923,438.76811,420.79868,585.75514,726.3043,22.69854,21.77483,683.46779,932.70917,87.2185,382.58196,398.33993,574.19387,80.24438,256.97657,316.28525,593.7057,43.10144,288.11934,346.91468,288.72988,891.03668,701.23689,508.53956,703.40786,418.42928,984.48878,277.13916,765.73895,202.76,37.00241,957.25555,383.46207,563.9887,460.20364,476.10489,868.00767,649.24107,242.47522,801.27494,996.18788,766.69487,493.6508,579.14291,454.06861,93.74796,28.19928,418.05131,589.33543,852.2763,529.82128,221.67056,596.22693,958.00807,210.93158,118.12222,805.75868,872.29577,298.95302,336.51236,623.39722,616.65639,372.18684,627.99477,616.13484,334.34927,728.42092,323.04422,729.01852,37.23245,379.10667,80.39823,837.0612,971.47293,472.4417,273.86134,18.91486,344.71775,801.67916,341.40793,803.5714,747.92588,869.00422,441.37705
175,826.56853,307.15737,47.33488,247.72809,247.15151,579.32856,765.19294,227.01737,734.83312,123.58058,212.28925,676.04449,314.10183,804.6424,416.33,749.59161,90.00226,763.37448,495.25515,200.28477,888.92911,995.24895,411.48633,224.62709,36.24107,644.34844,904.20607,587.92945,319.78181,421.72937,718.49877,269.02086,632.11134,132.67893,873.78599,685.2271,76.2735,708.96037,514.96214,9.23269,16.74633,971.64259,590.7189,28.64427,244.90766,597.19518,130.4764,953.7271,295.11024,477.08786,728.08924,346.82401,760.2241,608.16528,75.8998,185.64665,941.55925,371.28744,394.5627,599.17205,518.11926,489.98126,244.24191,410.01692,583.81645,464.76905,316.843,245.17305,920.11174,882.73523,821.48045,919.0967,231.36083,473.17066,845.76595,179.45616,744.78774,616.44581,457.81733,938.47482,914.52192,982.62682,78.8028,689.31804,363.1934,16.20078,563.23016,342.94548,404.85088,458.99723,67.07244,529.36786,678.14632,50.67862,662.01036,276.50393,68.80813,186.05916,249.49007,539.51903,17.96858,614.64111,740.368,226.63551,189.26835,740.64623,155.45475,285.67861,342.34048,335.69426,179.02613
176,450.70985,456.40074,96.5778,764.2039,456.99327,893.5235,545.86938,949.90298,205.99295,463.14306,72.8651,587.74118,391.45599,8.49278,66.61682,659.7443,96.0926,979.61569,782.80354,798.02212,568.89313,865.5239,586.03551,201.36292,323.97235,300.98865,594.71403,33.46864,878.87724,506.80797,384.53737,243.4415,858.65376,387.96189,973.26916,49.24677,164.77408,413.53136,545.58585,718.43617,754.14902,125.53412,450.37629,231.36714,673.133,397.78845,376.76959,802.78134,668.51524,734.37645,310.43581,727.32719,620.03066,690.89518,849.12963,322.03324,987.37431,373.58992,14.6053,202.17284,28.51304,981.92633,716.71605,201.77394,526.17351,603.84671,469.84452,66.76059,921.87684,658.12098,677.71068,725.993,615.54648,578.96062,205.39567,596.63578,566.24126,207.17004,450.42372,837.86239,425.18955,887.58773,335.04802,584.46227,995.33698,38.6024,556.00253,309.2369,613.7076,170.72828,552.98849,855.39864,868.57573,692.97893,482.6644,76.97084,741.75752,160.72054,523.28476,688.724,394.15511,300.42497,934.29103,363.8737,540.59376,359.62502,124.91848,904.20005,274.55425,643.99737,558.6026
177,15.18114,756.48195,229.28666,634.56826,148.02438,352.30209,460.58022,539.06261,92.0606,107.77958,143.57974,109.93831,509.832,105.34494,864.06054,948.87186,518.63606,125.87321,350.55601,456.1392,846.17787,831.88572,70.31058,904.43867,556.46866,803.64359,620.92656,906.17763,36.24238,232.13384,335.77131,175.93153,288.23773,4.11266,928.79666,440.96276,30.39735,574.28365,571.8204,970.07679,703.0025,931.68935,353.08208,893.99394,882.91143,931.75988,705.17534,436.53511,304.51303,53.22594,819.60127,898.39681,772.02417,858.46706,558.54526,877.13287,808.40464,105.03877,850.92259,262.17274,725.66237,40.06835,897.85543,639.52814,5.93382,373.12151,698.53271,358.57522,772.18556,463.72787,677.45488,416.31591,311.76655,265.25279,941.82964,380.02317,16.73495,623.82874,334.99137,351.60121,520.57266,432.41236,396.01128,378.16531,508.00748,395.63867,85.28649,893.07258,317.34148,163.29157,968.13243,943.89644,855.41609,229.60225,701.5531,479.24949,511.86469,752.50007,569.17783,610.37496,493.92621,848.12383,949.6838,639.4441,302.53505,629.47441,325.34201,766.32077,868.2432,463.12914,176.33792
178,114.61311,315.38365,60.23743,655.85831,295.22028,229.77206,812.13161,382.96951,742.96935,900.54227,188.57517,789.12287,370.36117,940.17021,496.37043,877.55634,732.57157,161.78705,519.21555,415.70424,327.98026,635.66361,587.55703,892.84927,333.40418,652.90323,489.72123,232.40897,836.14825,895.04486,704.59193,898.95293,295.89452,432.80758,448.2722,696.30422,848.50662,937.5139,897.00672,556.36974,296.38829,370.01918,311.17846,67.51011,804.39518,270.28889,231.32401,479.9415,8.59179,253.79373,714.34502,876.69509,671.02133,563.56895,81.88128,585.20896,220.18381,49.32703,949.57768,773.82545,13.38565,950.80448,266.69129,340.29116,79.83305,581.62714,203.48013,915.44194,847.59964,898.99322,816.66917,312.05883,53.58029,158.30809,0.94173,274.62414,311.06167,430.10635,949.93871,107.24205,669.80972,982.62377,289.42713,615.16706,247.13501,551.97093,869.08037,447.02428,897.6453,307.11522,506.2114,681.18602,652.09294,96.69258,19.12455,69.93025,27.47714,366.40358,654.49061,755.8978,577.10195,542.85049,561.77346,614.87356,334.89966,156.47947,312.56802,521.01881,774.11913,677.94353,871.40417
